id|gloss
01_0325|انا حب كره_قدم صيد سمكه
01_0326|انا طاعه سوال معلم
01_0327|انا زياره اقارب مستمر
01_0328|انا عمل معلم مدرسه
01_0329|انا نار خلط صباح اكل
01_0330|انا حفظ مدرسه قراءه
01_0331|انا مدرسه جامعه
01_0332|انا معرفه قراءه مدرسه
01_0333|انا ذهاب مدرسه
01_0334|انا مشي منزل
01_0335|انا فوضى ترتيب غرفه نوم
01_0336|انا طاعه معلم بنت
01_0337|انا ذهاب مع اب صلاه الجمعه
01_0338|انا زوج مع كل_يوم مشي
01_0339|اب نوم سرير
01_0340|الاسبوع_الماضي جد موت رحمه الله
01_0341|الاسبوع_الماضي صديق جد موت
01_0342|الجمعه السبت اجازه
01_0343|شرطه قال ممنوع انتظار
01_0344|صيف نهايه ذهاب برد
01_0345|غني مساعده فقير
01_0346|ولد ذهاب مدرسه ابتسامه
01_0347|ولد دخل مدرسه خوف
01_0348|هو ابن بنت اول عمر سن سوال اسم سوال
01_0349|رقم عمر ابن ولد
01_0350|اب هو اسم سوال
01_0351|ام اب صم
01_0352|انا اخ موزه اكل صباح
01_0353|استيقاظ وقت ست صباح
01_0354|اسف فهم كلام لا انا
01_0355|انا اسم م ر ا د
01_0356|انا تنظيف_اسنان
01_0357|غسل_وجه
01_0358|غسل_يد
01_0359|بحر لون ازرق
01_0360|عضل رياضه فائده صحه
01_0361|منزل جدار لون ابيض
01_0362|مدرسه سهل
01_0363|مدرسه مشاهده فائده
01_0364|ولد شخص صعود جبل
01_0365|السبت ماضي انا تعب
01_0366|السلام_عليكم
01_0367|ولد بناء منزل جميل
01_0368|شباب شخص رغبه سباحه
01_0369|صلاه حلو
01_0370|د مساعده انسان
01_0371|اكل فائده مستشفى
01_0372|قلم لون ازرق
01_0373|لون قلم انا خاص
01_0374|مدرسه جميل
01_0375|ترجمه سريع ذكي
01_0376|نوم فندق ممتاز سعيد
01_0377|ولد هو كتابه
01_0378|ولد شخص لعب
01_0379|مع_السلامه
01_0380|ام نداء انا اخ
01_0381|انا فهم لغه اشاره قليل
01_0382|انا كره طفل بكاء
01_0383|انا سعيد سبب مشاهده
01_0384|انا عمر اثنان_ثلاثون سن
01_0385|هو حب قهوه كوفي
01_0386|هو شخص ذكي
01_0387|هو سوال منزل موقع سوال
01_0388|انا جد ماضي شراء مزرعه
01_0389|جد ماضي حب شاي اب انا حب قهوه
01_0390|مدرسه قصه يوجد طاوله هو
01_0391|استفهام سوال ابن جيد
01_0392|استفهام سوال شخص هو اسره جيد
01_0393|انا زوج لا_يوجد
01_0394|مع ذهاب
01_0395|استفهام هو اسم سوال
01_0396|هو عمل سوال
01_0397|انا صم
01_0398|استفهام هو صم
01_0399|استفهام هو زوج
01_0400|كل_يوم صباح مشي وقت اثنان
02_0001|سوال هو
02_0002|هو معلم لغه اشاره
02_0003|استفهام هو معلم هو
02_0004|هو معلم لا انا مدرسه
02_0005|هو سوال
02_0006|هو صديق مدرسه
02_0007|استفهام هو صديق مدرسه
02_0008|انا اسره رقم ثلاث اشخاص
02_0009|رقم عمر ابن بنت
02_0010|عمر اربع سن عمر
02_0011|عمر سن خمسون سن
02_0012|سوال بنت ابن
02_0013|عمر ابن خمسون سن
02_0014|معرفه هو لغه اشاره
02_0015|معرفه لغه اشاره
02_0016|هو معرفه ام لغه اشاره
02_0017|لا معرفه لغه اشاره
02_0018|ممكن هو قدره كتابه اسم هو
02_0019|انا كتابه
02_0020|استفهام تاريخ الان سوال
02_0021|الان واحد شهر عشر
02_0022|انا ذهاب مدرسه سبب كره_قدم
02_0023|انا قلب قدره
02_0024|هو رغبه شرب سوال
02_0025|انا رغبه شرب شاي
02_0026|هو رغبه اكل سوال
02_0027|انا رغبه اكل رز
02_0028|انا رغبه ذهاب مكتبه بعد صيف
02_0029|هو رغبه بعد صيف سوال
02_0030|انا رغبه ذهاب لوحه بقاله
02_0031|سبب رغبه شراء
02_0032|انا رغبه كوب شراء
02_0033|انا رغبه معرفه لغه اشاره
02_0034|انا رغبه ذهاب مدرسه سبب قراءه غدا
02_0035|رقم معلم مدرسه هو
02_0036|رقم اشخاص مدرسه هو مدرسه
02_0037|سوال قط
02_0038|قط صغير تحت طاوله
02_0039|اب هو منزل يوجد
02_0040|لا منزل لا_يوجد
02_0041|سوال اب
02_0042|اب مستشفى يوجد
02_0043|سوال عمل
02_0044|صديق انا مدرسه
02_0045|انا ام منزل
02_0046|سوال كوب شرب
02_0047|سوال صديق هو
02_0048|قراءه سوال مكان مدرسه
02_0049|طاوله هو سوال
02_0050|طاوله كتاب لاب_توب يوجد
02_0051|هو اسم هو
02_0052|اسم هو ولد خلف
02_0053|استئذان انا كرسي الان
02_0054|استئذان دعوه كرسي
02_0055|سوال كرسي يوجد سوال
02_0056|كرسي قط صغير فوق_كرسي
02_0057|يوجد مدرسه يوجد بيع
02_0058|رقم وقت الان
02_0059|وقت سوال عشر
02_0060|وقت هو صيف اكل وقت سوال
02_0061|تاريخ وقت اب انا منزل اخر تاريخ
02_0062|وقت خمس ليل
02_0063|هو تاريخ ذهاب سينما فيلم تاريخ
02_0064|هو الان مطر
02_0065|لا مطر الان لا
02_0066|لا برد الان
02_0067|سوال صحه هو
02_0068|شكر د
02_0069|هو مطر غدا
02_0070|لا غدا مطر لا
02_0071|هو عمل سوال
02_0072|انا شعر قراءه
02_0073|انا شراء تفاحه موزه انواع
02_0074|انا سعيد مقابله
02_0075|هو رغبه رياضه سوال قلب رغبه سوال
02_0076|انا حب كره_قدم كثير حب
02_0077|سوال هو شراء تفاحه
02_0078|انا شراء تفاحه لا_يوجد
02_0079|هو لبس جيد حلو
02_0080|جو برد قليل
02_0081|انا الان ماضي تعب
02_0082|هو مشاهده هاتف مشاهده
02_0083|هو صديق انا
02_0084|سوال عمر اخ هو
02_0085|انا استيقاظ وقت خمس صباح كل_يوم
02_0086|نهايه كتابه منزل نهايه
02_0087|انا خلط اكل خلط كل_يوم ليل
02_0088|انا خوف
02_0089|سبب خوف
02_0090|دعوه مع دعوه اكل ليل دعوه الان ليل
02_0091|سوال كرسي حمام
02_0092|انا رغبه شرب بقره
02_0093|اعاده عوده مدرسه حافله
02_0094|هو اكل صباح اكل هو
02_0095|انا اب خلط اكل نارغرفه
02_0096|مكتبه مدرسه جميل
02_0097|لا حب اكل موز
02_0098|كتاب جواز تذكره طياره حقيبه_يد يوجد
02_0099|انا اب حادث
02_0100|انا اكل ليل وقت تسع
02_0101|انا زوج عمل كثير
02_0102|زوج عمل سوال اكل لوحه
02_0103|هو طفل رغبه لعب انواع كثير
02_0104|رغبه حذاء خوف
02_0105|انا رغبه تلفاز حاسب خوف
02_0106|هو رغبه دراجه
02_0107|زهره مطر رغبه
02_0108|استفهام هو جوع اكل هو
02_0109|هو يوجد سلطه اتقان
02_0110|استفهام هو تفاحه اتقان
02_0111|اخ جوع
02_0112|هو ام جوع
02_0113|الان تفاحه موزه يوجد لوحه
02_0114|هو مساعده
02_0115|شرطه استفهام منزل ام سوال
02_0116|تاريخ زوج هو ذهاب سينما
02_0117|معلم ذهاب مركز صم يوم الاربعاء
02_0118|شخص صم ذهاب مركز صم
02_0119|انا بيتزا سوال لوحه اكل
02_0120|هو رغبه حب اكل شوكولاته بسكوت حب هو
02_0121|انا سياره ركوب ذهاب لوحه بقاله شوكولاته
02_0122|بنت دراجه
02_0123|انا صديق دراجه ماضي
02_0124|شرطه دراجه_ناريه
02_0125|ولد صم هو سياره قدره
02_0126|مدرسه شخص سياره ذهاب وصل مركز سياره
02_0127|استفهام الحذاء مشاهده سوال
02_0128|هو قدره مشاهده نظاره
02_0129|لاب_توب حاسب مشاهده لاب_توب
02_0130|انا ذهاب سينما الان ليل
02_0131|اخ ذهاب اكل لوحه
02_0132|انا ذهاب لوحه شوكولاته بقاله انواع شراء
02_0133|زوج ذهاب لوحه بقاله
02_0134|دعوه نداء اكل رغبه تعداد
02_0135|الان برد ليل برد
02_0136|الان برد ماضي مركز صم
02_0137|انا شعور برد حافله داخل ليل الان
02_0138|شراء شاي شرب رغبه هو
02_0139|انا شراء شوكولاته
02_0140|ولد شخص شراء ماء
02_0141|انا غدا حاسب شراء
02_0142|الان خس ال خ س لوحه بقاله
02_0143|انا الان خلط اكل
02_0144|الان خلط لا
02_0145|وقت سوال حافله دخول
02_0146|وقت رئيس ذهاب وقت سوال
02_0147|رقم بسكوت مال تفاحه مال رقم
02_0148|زوج هو معرفه لغه اشاره
02_0149|هو صديق هو معرفه لغه اشاره
02_0150|بنت هو قراءه
02_0151|ولد قراءه
02_0152|صديق كتاب قراءه
02_0153|ام قراءه كل_يوم السبت
02_0154|اخ حب كتاب خوف هو
02_0155|انا حب شاي
02_0156|انا حب بقره اتقان
02_0157|طفل حب ثلج هو
02_0158|انا حب شوكولاته بقره
02_0159|هو حب شوكولاته بسكوت
02_0160|سلطه اتقان ممتاز
02_0161|موزه تفاحه اتقان ممتاز جيد
02_0162|انا صديق كتابه
02_0163|ممكن صديق قدره كتابه
02_0164|لعب هو ممتاز
02_0165|انا بحث تفاحه احمر
02_0166|هو رغبه قهوه شاي رغبه سوال
02_0167|هو بحث قهوه شاي
02_0168|انا بحث تفاحه احمر شوكولاته
02_0169|رئيس اتصال
02_0170|استفهام غدا صديق لقاء
02_0171|انا غدا صديق لقاء
02_0172|هو شرب هو
02_0173|انا شرب ماضي
02_0174|ولد شخص ماء هو
02_0175|نسيان دراجه
02_0176|انا جميع جوع
02_0177|حافله خوف هو
02_0178|سوال بيتزا
02_0179|نظاره غالي
02_0180|حذاء رخيص
02_0181|حاسب لاب_توب غالي
02_0182|شوكولاته صحه
02_0183|اب مستشفى منزل سبب حادث
02_0184|استئذان عصير تفاحه
02_0185|رغبه صوره قط صغير
02_0186|انا خوف ولاده قبل وقت
02_0187|انا ام ذهاب مستشفى سبب مرض
02_0188|انا نوم تقلب
02_0189|ابن زعل سبب كلب موت
02_0190|جد ماضي هو حزن سبب طير موت
02_0191|انا زعل سبب قط موت الان صباح
02_0192|انا ذهاب مزرعه شراء بيض موزه انواع
02_0193|وجوب استيقاظ وقت سبع كل_يوم
02_0194|انا صديق صم قدره ترجمه اشاره
02_0195|استئذان تذكره طياره عطاء
02_0196|ترجمه ذهاب مركز الثلاثاء مستمر
02_0197|انا حفيد رغبه سباحه بحر
02_0198|انا معرفه اخبار ترجمه مشاهده معرفه
02_0199|مشاهده شاشه قليل مشاهده اخبار
02_0200|انا غدا وقت اثنان عمل خلاص
02_0201|هو هاتف اتصال شرطه
02_0202|رغبه ساعه تخفيض طياره معاق
02_0203|انا اسم سياره اسم
02_0204|استفهام صدر خوف مسوول سوال سياره اسم
02_0205|هو وجوب شرب زياده
02_0206|كتاب صباح صيف مكتبه لوحه صباح صيف
02_0207|ولد سرق هاتف
02_0208|انا ولد هو هاتف اخذ اختفاء
02_0209|انت سوال ذهاب جري
02_0210|مستمر جري بحر
02_0211|سوال هو ماضي هو
02_0212|هو ماضي كوفي انتظار
02_0213|هو انا بحث هاتف بحث جواب
02_0214|هو رغبه اسبوع اخر راحه سعيد
02_0215|انا رغبه جواز سفر رغبه
02_0216|رغبه شكوى
02_0217|انا رغبه طبيب د
02_0218|د يوجد غدا يوجد
02_0219|مشكله سوال
02_0220|انا لا صحه سيئ
02_0221|انا استفراغ ثاني اسهال انا
02_0222|تاريخ سوال اسهال تاريخ فتح
02_0223|ثلاث قبل
02_0224|هو حمى هو
02_0225|نعم انا دوخه
02_0226|انا ماضي ثلاث اكل سوال
02_0227|انا رغبه وقت موعد صوره بطن رغبه
02_0228|هو تجنب بقره خضار انواع تجنب
02_0229|انا قدره دجاج سمكه
02_0230|تمام اريد اكل رز مكرونه قدره
02_0231|انا عمل لا_يوجد تامين لا_يوجد
02_0232|هو دفع مال سوال
02_0233|بنك اي_شي
02_0234|هو مقابله ملكيه مقابله محادثه
02_0235|اعاده عوده ثلاث عوده
02_0236|هو عوده مع هو
02_0237|ان_شاء_الله غدا دفع
02_0238|رغبه مستقبل سعيد
02_0239|مهم بطاقه هويه اخذ صوره
02_0240|ولد سرقه حقيبه_يد
02_0241|هو اختبار اخر شهاده
02_0242|هو رخصه رسمي واحد ثلاث
02_0243|بطاقه سوال اسابيع ثلاث
02_0244|جواز كتاب اتقان ممكن عشر_ايام
02_0245|وجوب دفع جواز سفر
02_0246|شكر
02_0247|شكر مساعده
02_0248|صباح خير
02_0249|صباح خير طاعه خدمه سوال
02_0250|صباح خير هو رغبه مساعده
02_0251|ولد صفه سوال
02_0252|ولد طويل نحيف شعر اصفر قصير
02_0253|انا بطن الم
02_0254|انا جواز تاريخ انتهاء
02_0255|سبب ولد شخص لبس سوال
02_0256|ولد لبس بنطال احمر حذاء ابيض
02_0257|سوال جواز تاريخ انتهاء تاريخ سوال
02_0258|سن خمس
02_0259|سوال ضياع حقيبه_يد
02_0260|ماضي مرض خطر
02_0261|هاتف هويه ضياع سوال
