id|gloss|text
00_0423|انا ابن بنت بطن|ابنتي تعاني من الم في المعده
00_0424|انا اخ رغبه لا ال خ س|اختي لا تحب الخس
00_0425|دجاج طير في ب ر و ت ي ن|الدجاج فيه بروتين
00_0426|انا اخ مع ارنب قصه رمايه|اخي في فريق الرمايه
00_0427|انتظار اخ بنت جامعه|انتظر اختي في الجامعه
00_0428|شخص خدمه نحيف ركض سرعه|النادل نحيل وسريع
00_0429|طفل بكاء صراخ ازعاج|بكاء الطفل مزعج
00_0430|اخ بنت جديله لون اصفر|شعر اختي طويل ولونه اشقر
00_0431|ذاكره نسيان تذكره طياره|لقد نسيت تذكره الطياره
00_0432|لا طاوله كرسي لا|لا تجلس على الطاوله
00_0433|رغبه وقت اتقان د هضمي|اريد موعد مع طبيب الجهاز الهضمي
00_0434|ولد هو اختفاء شرطه|هرب الرجل من الشرطه
00_0435|انا غسل_وجه صباح|اغسل وجهي في الصباح
00_0436|انا شراء انا اخ شراء دراجه_ناريه|اشترى اخي دراجه ناريه
00_0437|انا منزل مدرسه اخر نهايه|انتهيت من واجباتي المدرسيه
00_0438|حقيبه_يد حقيبه_ظهر حقيبه_يد خفيف لا|الحقيبه ليست خفيفه
00_0439|كلب جبل صعود|الكلب يصعد الجبل
00_0440|ولد كتابه جدار كتابه|الولد يكتب على الجدار
00_0441|انا الثلاثاء شراء تصوير|ساشتري كاميرا يوم الثلاثاء
00_0442|ممنوع كرسي لا_2|ممنوع الجلوس
00_0443|سوال مال سوال صوره اسود بطن|كم سعر تصوير الموجات فوق الصوتيه للبطن
00_0444|استفهام لوحه الثلاثاء مفتوح هو|هل المحل مفتوح يوم الثلاثاء
00_0445|هو ثلج قليل هنا|الثلج نادر هنا
00_0446|هو تاريخ وقت ولاده|متى موعد الولاده
00_0447|انا حضور تاريخ وقت محدد تاخير|حضرت للموعد متاخر
00_0448|انا رغبه شكوى سبب ازعاج|اريد تقديم شكوى بسبب الازعاج
00_0449|انا اخ رغبه طياره تخفيض|ابي يريد بدل اعاقه
00_0450|انا رغبه كلمه منزل نقل|اريد نقل ملكيه المنزل
00_0451|هو ملكيه منزل خوف انا|هو مالك المنزل الجديد
00_0452|انا جد رغبه حب سوال اخبار تلفاز|جدي يحب مشاهده الاخبار التلفزيونيه
00_0453|انا اخ بناء سوال جبل|اخي يبني بيت فوق الجبل
00_0454|رياضه فائده صحه|الرياضه مفيده للصحه
00_0455|انا مشاهده هويه نظر سوال الاربعاء|لقد وجدت هويتي يوم الاربعاء
00_0456|استفهام بطاقه يوجد|هل لديك رخصه
00_0457|ممنوع اكل بقره جبن انواع|ممنوع ان اكل منتجات الالبان
00_0458|انا جد جيد غني|جدي جيد وغني
00_0459|تقديم فقير اكل|اعطي الفقير اكل
00_0460|استفهام حب بقره او عصير|هل تحب الحليب ام العصير
00_0461|انا غرفه لون وردي|غرفتي لونها وردي
00_0462|موقع منزل سوال|ما هو عنوانك
00_0463|انا ضياع كتاب قصه|فقدت كتاب القصه
00_0464|اتصال زوج|اتصلت بزوجي
00_0465|هو طير دخل سرير تحت|الطائر تحت السرير
00_0466|انا طاعه جد|انا احترم جدي
00_0467|الان تاريخ اثنان عشر|اليوم هو الثاني من اكتوبر
00_0468|انا غدا منزل ترتيب تنظيف|انا ارتب المنزل يوميا
00_0469|استئذان غدا عوده|من قضلك تعال غدا
00_0470|انا رغبه دوره_مياه|اريد ان اذهب الى الحمام
00_0471|زوج هو شراء كل_يوم الجمعه منزل اعطاء|زوجي يشتري اغراض المنزل يوم الجمعه
00_0472|رغبه لا انتظار|اكره الانتظار
00_0473|مال دفع بطاقه سياره مال رخيص|رسوم رخصه القياده رخيصه
00_0474|انا رغبه صوره_شخصيه اربع|انا اريد اربع صور ضوئيه
00_0475|انا اخ عمل بدون|اخي عاطل عن العمل
00_0476|عمر ام انا اثنان_ثلاثون سن|عمر امي اثنان و ثلاثون سنه
00_0477|هو استفهام هو ولد شخص صفه سرقه سوال|صف الرجل الذي سرق
00_0478|هو ولد ولاده اتقان صباح|ولد الطفل سليم في الصباح
00_0479|مشاهده صعب تقلب سبب ازعاج صراخ|اجد صعوبه في النوم بسبب الازعاج
00_0480|انا اخ بنت زواج تاريخ السبت قادم|اختي ستتزوج يوم السبت القادم
00_0481|انا مشاهده معرفه مدرسه|انا استمع للدرس
00_0482|انا حفظ مدرسه داخل مدرسه|انا احفظ الدرس في المدرسه
00_0483|انا ام عمل داخل منزل داخل|امي تعمل في البيت
00_0484|انا رغبه تحويل د بطن|اريد تحويل من طبيب الجهاز الهضمي
00_0485|تاريخ سوال د عوده تاريخ سوال|متى سيعود الطبيب الى المستشفى
00_0486|انا ابن بنت عمر اربع_سنوات|ابنتي عمرها اربع سنوات
00_0487|انا سياره حافله|انا اقود الحافله
00_0488|انا زياره هو جد اسبوع مستمر|ازور جدي كل اسبوع
00_0489|انا سعيد سبب صيف اغلاق|انا سعيد بعطله الصيف
00_0490|انا لبس بنطال لون ازرق|انا البس بنطلون جينز ازرق
00_0491|انا استفراغ دوخه حمى الان|انا اتقيا واعاني من دوخه وحمى الان
00_0492|انا ذهاب فيلم سينما وقت اثنان ليل|انا اذهب الى السينما الساعه الثانيه مساء
00_0493|انا اخ عضو مع السعوديه قصه كره_قدم|اخي عضو في الفريق السعودي لكره القدم
00_0494|بيع جد بيع مزرعه|باع جدي المزرعه
00_0495|معلم بنت نداء اخ بنت|المعلمه تنادي اختي
00_0496|دراجه_ناريه هو خطر|الدراجه الناريه خطيره
00_0497|سوال اخر شهاده سوال|ما هي نتائج الاختبار
00_0498|انا غسل_يد قبل اكل|اغسل يدي قبل الاكل
00_0499|بنت هو لبس لون ابيض|المراه ترتدي لبس ابيض
00_0500|استفهام نسخ بطاقه هو|هل لديك نسخه من التصريح
01_0001|سوال هو|من هو
01_0002|هو معلم لغه اشاره|هو مدرس لغه اشاره
01_0003|استفهام هو معلم هو|هل انت مدرس
01_0004|هو معلم لا انا مدرسه|انت لست مدرس انا طالب
01_0005|هو سوال|هو من
01_0006|هو صديق مدرسه|هو زميلي في المدرسه
01_0007|استفهام هو صديق مدرسه|هل هو زميلك في المدرسه
01_0008|انا اسره رقم ثلاث اشخاص|اسرتي تتكون من ثلاث اشخاص
01_0009|رقم عمر ابن بنت|كم عمر ابنتك
01_0010|عمر اربع سن عمر|عمرها اربع سنوات
01_0011|عمر سن خمسون سن|عمره خمسين سنه
01_0012|سوال بنت ابن|اين ابنته
01_0013|عمر ابن خمسون سن|عمر ابنه خمسين سنه
01_0014|معرفه هو لغه اشاره|هو يعرف لغه الاشاره
01_0015|معرفه لغه اشاره|اعرف لغه الاشاره
01_0016|هو معرفه ام لغه اشاره|هل تعرف والدتك لغه الاشاره
01_0017|لا معرفه لغه اشاره|لا تعلم لغه الاشاره
01_0018|ممكن هو قدره كتابه اسم هو|ممكن تكتب اسمك
01_0019|انا كتابه|انا اكتب
01_0020|استفهام تاريخ الان سوال|ما هو تاريخ اليوم
01_0021|الان واحد شهر عشر|اليوم هو واحد اكتوبر
01_0022|انا ذهاب مدرسه سبب كره_قدم|انا اذهب الى المدرسه لالعب كره القدم
01_0023|انا قلب قدره|انوي القيام به
01_0024|هو رغبه شرب سوال|ماذا تريد ان تشرب
01_0025|انا رغبه شرب شاي|انا اريد ان اشرب الشاي
01_0026|هو رغبه اكل سوال|ماذا تريد ان تاكل
01_0027|انا رغبه اكل رز|اريد ان اكل رز
01_0028|انا رغبه ذهاب مكتبه بعد صيف|اريد ان اذهب الى المكتبه بعد الظهر
01_0029|هو رغبه بعد صيف سوال|ماذا تريد ان تفعل بعد الظهر
01_0030|انا رغبه ذهاب لوحه بقاله|اريد ان اذهب الى السوبرماركت بعد الظهر
01_0031|سبب رغبه شراء|ماذا تريد ان تشتري
01_0032|انا رغبه كوب شراء|اريد شراء كوب
01_0033|انا رغبه معرفه لغه اشاره|اريد ان اتعلم لغه الاشاره
01_0034|انا رغبه ذهاب مدرسه سبب قراءه غدا|اريد ان اذهب الى المدرسه لقراءه الكتب غدا
01_0035|رقم معلم مدرسه هو|كم عدد المدرسين في مدرستك
01_0036|رقم اشخاص مدرسه هو مدرسه|كم عدد الاشخاص في مدرستك
01_0037|سوال قط|اين القطه
01_0038|قط صغير تحت طاوله|القط الصغير تحت الطاوله
01_0039|اب هو منزل يوجد|والدك في المنزل
01_0040|لا منزل لا_يوجد|ليس في المنزل
01_0041|سوال اب|اين والدك
01_0042|اب مستشفى يوجد|والدي في المستشفى
01_0043|سوال عمل|اين يعمل
01_0044|صديق انا مدرسه|صديقي في المدرسه
01_0045|انا ام منزل|امي في المنزل
01_0046|سوال كوب شرب|اين الكوب
01_0047|سوال صديق هو|اين اصدقائك
01_0048|قراءه سوال مكان مدرسه|القراءه في المدرسه
01_0049|طاوله هو سوال|ماذا يوجد على الطاوله
01_0050|طاوله كتاب لاب_توب يوجد|هناك كتب و كمبيوترعلى الطاوله
01_0051|هو اسم هو|ما اسمه
01_0052|اسم هو ولد خلف|ما اسم ذلك الرجل في الخلف
01_0053|استئذان انا كرسي الان|ممكن اجلس على الكرسي
01_0054|استئذان دعوه كرسي|من فضلك اجلس
01_0055|سوال كرسي يوجد سوال|ماذا يوجد على الكرسي
01_0056|كرسي قط صغير فوق_كرسي|هناك قط صغير على الكرسي
01_0057|يوجد مدرسه يوجد بيع|يوجد متجر في المدرسه
01_0058|رقم وقت الان|كم الوقت الان
01_0059|وقت سوال عشر|الساعه العاشره
01_0060|وقت هو صيف اكل وقت سوال|متى تاكل في الظهر
01_0061|تاريخ وقت اب انا منزل اخر تاريخ|متى سيعود ابي الى المنزل
01_0062|وقت خمس ليل|الوقت الخامسه مساء
01_0063|هو تاريخ ذهاب سينما فيلم تاريخ|متى نذهب الى السينما
01_0064|هو الان مطر|يوجد مطر الان
01_0065|لا مطر الان لا|لا يوجد مطر الان
01_0066|لا برد الان|لا يوجد برد الان
01_0067|سوال صحه هو|كيف حالك
01_0068|شكر د|شكرا دكتور
